id_presenca,id_funcionario,data_registro,status_presenca
262,2,2025-01-01,Presente
263,2,2025-01-02,Presente
264,2,2025-01-03,Presente
265,2,2025-01-06,Presente
266,2,2025-01-07,Presente
267,2,2025-01-08,Presente
268,2,2025-01-09,Presente
269,2,2025-01-10,Presente
270,2,2025-01-13,Presente
271,2,2025-01-14,Presente
272,2,2025-01-15,Férias
273,2,2025-01-16,Presente
274,2,2025-01-17,Presente
275,2,2025-01-20,Presente
276,2,2025-01-21,Presente
277,2,2025-01-22,Presente
278,2,2025-01-23,Presente
279,2,2025-01-24,Presente
280,2,2025-01-27,Presente
281,2,2025-01-28,Folga
282,2,2025-01-29,Presente
283,2,2025-01-30,Presente
284,2,2025-01-31,Presente
285,2,2025-02-03,Presente
286,2,2025-02-04,Presente
287,2,2025-02-05,Presente
288,2,2025-02-06,Presente
289,2,2025-02-07,Presente
290,2,2025-02-10,Presente
291,2,2025-02-11,Presente
292,2,2025-02-12,Presente
293,2,2025-02-13,Presente
294,2,2025-02-14,Presente
295,2,2025-02-17,Presente
296,2,2025-02-18,Presente
297,2,2025-02-19,Presente
298,2,2025-02-20,Presente
299,2,2025-02-21,Presente
300,2,2025-02-24,Presente
301,2,2025-02-25,Presente
302,2,2025-02-26,Presente
303,2,2025-02-27,Presente
304,2,2025-02-28,Presente
305,2,2025-03-03,Presente
306,2,2025-03-04,Presente
307,2,2025-03-05,Presente
308,2,2025-03-06,Presente
309,2,2025-03-07,Presente
310,2,2025-03-10,Presente
311,2,2025-03-11,Presente
312,2,2025-03-12,Presente
313,2,2025-03-13,Presente
314,2,2025-03-14,Falta
315,2,2025-03-17,Presente
316,2,2025-03-18,Presente
317,2,2025-03-19,Presente
318,2,2025-03-20,Presente
319,2,2025-03-21,Presente
320,2,2025-03-24,Presente
321,2,2025-03-25,Presente
322,2,2025-03-26,Presente
323,2,2025-03-27,Presente
324,2,2025-03-28,Presente
325,2,2025-03-31,Presente
326,2,2025-04-01,Presente
327,2,2025-04-02,Presente
328,2,2025-04-03,Presente
329,2,2025-04-04,Presente
330,2,2025-04-07,Presente
331,2,2025-04-08,Presente
332,2,2025-04-09,Presente
333,2,2025-04-10,Presente
334,2,2025-04-11,Presente
335,2,2025-04-14,Presente
336,2,2025-04-15,Presente
337,2,2025-04-16,Presente
338,2,2025-04-17,Presente
339,2,2025-04-18,Presente
340,2,2025-04-21,Presente
341,2,2025-04-22,Presente
342,2,2025-04-23,Presente
343,2,2025-04-24,Presente
344,2,2025-04-25,Presente
345,2,2025-04-28,Presente
346,2,2025-04-29,Presente
347,2,2025-04-30,Presente
348,2,2025-05-01,Presente
349,2,2025-05-02,Presente
350,2,2025-05-05,Presente
351,2,2025-05-06,Presente
352,2,2025-05-07,Presente
353,2,2025-05-08,Presente
354,2,2025-05-09,Presente
355,2,2025-05-12,Presente
356,2,2025-05-13,Presente
357,2,2025-05-14,Presente
358,2,2025-05-15,Presente
359,2,2025-05-16,Presente
360,2,2025-05-19,Presente
361,2,2025-05-20,Presente
362,2,2025-05-21,Presente
363,2,2025-05-22,Presente
364,2,2025-05-23,Presente
365,2,2025-05-26,Presente
366,2,2025-05-27,Presente
367,2,2025-05-28,Presente
368,2,2025-05-29,Presente
369,2,2025-05-30,Presente
370,2,2025-06-02,Presente
371,2,2025-06-03,Presente
372,2,2025-06-04,Presente
373,2,2025-06-05,Presente
374,2,2025-06-06,Presente
375,2,2025-06-09,Presente
376,2,2025-06-10,Presente
377,2,2025-06-11,Presente
378,2,2025-06-12,Presente
379,2,2025-06-13,Férias
380,2,2025-06-16,Presente
381,2,2025-06-17,Presente
382,2,2025-06-18,Presente
383,2,2025-06-19,Atestado
384,2,2025-06-20,Presente
385,2,2025-06-23,Presente
386,2,2025-06-24,Presente
387,2,2025-06-25,Presente
388,2,2025-06-26,Presente
389,2,2025-06-27,Presente
390,2,2025-06-30,Férias
391,2,2025-07-01,Presente
392,2,2025-07-02,Presente
393,2,2025-07-03,Presente
394,2,2025-07-04,Presente
395,2,2025-07-07,Férias
396,2,2025-07-08,Presente
397,2,2025-07-09,Presente
398,2,2025-07-10,Presente
399,2,2025-07-11,Presente
400,2,2025-07-14,Presente
401,2,2025-07-15,Presente
402,2,2025-07-16,Presente
403,2,2025-07-17,Presente
404,2,2025-07-18,Presente
405,2,2025-07-21,Presente
406,2,2025-07-22,Presente
407,2,2025-07-23,Presente
408,2,2025-07-24,Presente
409,2,2025-07-25,Presente
410,2,2025-07-28,Presente
411,2,2025-07-29,Presente
412,2,2025-07-30,Folga
413,2,2025-07-31,Presente
414,2,2025-08-01,Presente
415,2,2025-08-04,Presente
416,2,2025-08-05,Presente
417,2,2025-08-06,Presente
418,2,2025-08-07,Presente
419,2,2025-08-08,Presente
420,2,2025-08-11,Presente
421,2,2025-08-12,Presente
422,2,2025-08-13,Presente
423,2,2025-08-14,Atestado
424,2,2025-08-15,Presente
425,2,2025-08-18,Férias
426,2,2025-08-19,Presente
427,2,2025-08-20,Presente
428,2,2025-08-21,Presente
429,2,2025-08-22,Atestado
430,2,2025-08-25,Presente
431,2,2025-08-26,Presente
432,2,2025-08-27,Presente
433,2,2025-08-28,Presente
434,2,2025-08-29,Presente
435,2,2025-09-01,Presente
436,2,2025-09-02,Férias
437,2,2025-09-03,Presente
438,2,2025-09-04,Férias
439,2,2025-09-05,Presente
440,2,2025-09-08,Presente
441,2,2025-09-09,Presente
442,2,2025-09-10,Presente
443,2,2025-09-11,Férias
444,2,2025-09-12,Presente
445,2,2025-09-15,Presente
446,2,2025-09-16,Presente
447,2,2025-09-17,Férias
448,2,2025-09-18,Presente
449,2,2025-09-19,Presente
450,2,2025-09-22,Presente
451,2,2025-09-23,Presente
452,2,2025-09-24,Presente
453,2,2025-09-25,Presente
454,2,2025-09-26,Presente
455,2,2025-09-29,Folga
456,2,2025-09-30,Presente
457,2,2025-10-01,Presente
458,2,2025-10-02,Presente
459,2,2025-10-03,Férias
460,2,2025-10-06,Presente
461,2,2025-10-07,Presente
462,2,2025-10-08,Presente
463,2,2025-10-09,Presente
464,2,2025-10-10,Presente
465,2,2025-10-13,Presente
466,2,2025-10-14,Presente
467,2,2025-10-15,Presente
468,2,2025-10-16,Atestado
469,2,2025-10-17,Presente
470,2,2025-10-20,Presente
471,2,2025-10-21,Falta
472,2,2025-10-22,Presente
473,2,2025-10-23,Férias
474,2,2025-10-24,Presente
475,2,2025-10-27,Atestado
476,2,2025-10-28,Presente
477,2,2025-10-29,Presente
478,2,2025-10-30,Presente
479,2,2025-10-31,Presente
480,2,2025-11-03,Presente
481,2,2025-11-04,Presente
482,2,2025-11-05,Presente
483,2,2025-11-06,Presente
484,2,2025-11-07,Presente
485,2,2025-11-10,Presente
486,2,2025-11-11,Atestado
487,2,2025-11-12,Presente
488,2,2025-11-13,Presente
489,2,2025-11-14,Presente
490,2,2025-11-17,Presente
491,2,2025-11-18,Presente
492,2,2025-11-19,Presente
493,2,2025-11-20,Presente
494,2,2025-11-21,Presente
495,2,2025-11-24,Presente
496,2,2025-11-25,Folga
497,2,2025-11-26,Falta
498,2,2025-11-27,Presente
499,2,2025-11-28,Presente
500,2,2025-12-01,Férias
501,2,2025-12-02,Atestado
502,2,2025-12-03,Presente
503,2,2025-12-04,Presente
504,2,2025-12-05,Presente
505,2,2025-12-08,Presente
506,2,2025-12-09,Presente
507,2,2025-12-10,Presente
508,2,2025-12-11,Presente
509,2,2025-12-12,Presente
510,2,2025-12-15,Presente
511,2,2025-12-16,Presente
512,2,2025-12-17,Presente
513,2,2025-12-18,Férias
514,2,2025-12-19,Presente
515,2,2025-12-22,Presente
516,2,2025-12-23,Presente
517,2,2025-12-24,Presente
518,2,2025-12-25,Presente
519,2,2025-12-26,Presente
520,2,2025-12-29,Presente
521,2,2025-12-30,Presente
522,2,2025-12-31,Presente
523,3,2025-01-01,Presente
524,3,2025-01-02,Presente
525,3,2025-01-03,Presente
526,3,2025-01-06,Presente
527,3,2025-01-07,Presente
528,3,2025-01-08,Presente
529,3,2025-01-09,Presente
530,3,2025-01-10,Presente
531,3,2025-01-13,Presente
532,3,2025-01-14,Presente
533,3,2025-01-15,Presente
534,3,2025-01-16,Presente
535,3,2025-01-17,Presente
536,3,2025-01-20,Presente
537,3,2025-01-21,Presente
538,3,2025-01-22,Presente
539,3,2025-01-23,Presente
540,3,2025-01-24,Presente
541,3,2025-01-27,Presente
542,3,2025-01-28,Presente
543,3,2025-01-29,Presente
544,3,2025-01-30,Férias
545,3,2025-01-31,Presente
546,3,2025-02-03,Presente
547,3,2025-02-04,Presente
548,3,2025-02-05,Presente
549,3,2025-02-06,Folga
550,3,2025-02-07,Presente
551,3,2025-02-10,Presente
552,3,2025-02-11,Presente
553,3,2025-02-12,Presente
554,3,2025-02-13,Presente
555,3,2025-02-14,Presente
556,3,2025-02-17,Presente
557,3,2025-02-18,Presente
558,3,2025-02-19,Presente
559,3,2025-02-20,Presente
560,3,2025-02-21,Presente
561,3,2025-02-24,Presente
562,3,2025-02-25,Presente
563,3,2025-02-26,Presente
564,3,2025-02-27,Presente
565,3,2025-02-28,Presente
566,3,2025-03-03,Presente
567,3,2025-03-04,Atestado
568,3,2025-03-05,Presente
569,3,2025-03-06,Presente
570,3,2025-03-07,Presente
571,3,2025-03-10,Presente
572,3,2025-03-11,Férias
573,3,2025-03-12,Presente
574,3,2025-03-13,Presente
575,3,2025-03-14,Presente
576,3,2025-03-17,Presente
577,3,2025-03-18,Presente
578,3,2025-03-19,Presente
579,3,2025-03-20,Presente
580,3,2025-03-21,Presente
581,3,2025-03-24,Presente
582,3,2025-03-25,Falta
583,3,2025-03-26,Presente
584,3,2025-03-27,Presente
585,3,2025-03-28,Presente
586,3,2025-03-31,Presente
587,3,2025-04-01,Presente
588,3,2025-04-02,Presente
589,3,2025-04-03,Presente
590,3,2025-04-04,Presente
591,3,2025-04-07,Presente
592,3,2025-04-08,Presente
593,3,2025-04-09,Presente
594,3,2025-04-10,Presente
595,3,2025-04-11,Presente
596,3,2025-04-14,Presente
597,3,2025-04-15,Presente
598,3,2025-04-16,Presente
599,3,2025-04-17,Presente
600,3,2025-04-18,Presente
601,3,2025-04-21,Presente
602,3,2025-04-22,Presente
603,3,2025-04-23,Presente
604,3,2025-04-24,Presente
605,3,2025-04-25,Férias
606,3,2025-04-28,Presente
607,3,2025-04-29,Presente
608,3,2025-04-30,Presente
609,3,2025-05-01,Presente
610,3,2025-05-02,Presente
611,3,2025-05-05,Férias
612,3,2025-05-06,Presente
613,3,2025-05-07,Presente
614,3,2025-05-08,Presente
615,3,2025-05-09,Presente
616,3,2025-05-12,Presente
617,3,2025-05-13,Presente
618,3,2025-05-14,Presente
619,3,2025-05-15,Presente
620,3,2025-05-16,Presente
621,3,2025-05-19,Presente
622,3,2025-05-20,Presente
623,3,2025-05-21,Presente
624,3,2025-05-22,Presente
625,3,2025-05-23,Presente
626,3,2025-05-26,Falta
627,3,2025-05-27,Presente
628,3,2025-05-28,Presente
629,3,2025-05-29,Presente
630,3,2025-05-30,Presente
631,3,2025-06-02,Presente
632,3,2025-06-03,Presente
633,3,2025-06-04,Presente
634,3,2025-06-05,Presente
635,3,2025-06-06,Presente
636,3,2025-06-09,Presente
637,3,2025-06-10,Presente
638,3,2025-06-11,Férias
639,3,2025-06-12,Presente
640,3,2025-06-13,Presente
641,3,2025-06-16,Presente
642,3,2025-06-17,Férias
643,3,2025-06-18,Presente
644,3,2025-06-19,Presente
645,3,2025-06-20,Presente
646,3,2025-06-23,Presente
647,3,2025-06-24,Presente
648,3,2025-06-25,Presente
649,3,2025-06-26,Presente
650,3,2025-06-27,Presente
651,3,2025-06-30,Presente
652,3,2025-07-01,Presente
653,3,2025-07-02,Presente
654,3,2025-07-03,Presente
655,3,2025-07-04,Presente
656,3,2025-07-07,Presente
657,3,2025-07-08,Presente
658,3,2025-07-09,Presente
659,3,2025-07-10,Presente
660,3,2025-07-11,Presente
661,3,2025-07-14,Presente
662,3,2025-07-15,Presente
663,3,2025-07-16,Presente
664,3,2025-07-17,Presente
665,3,2025-07-18,Atestado
666,3,2025-07-21,Férias
667,3,2025-07-22,Presente
668,3,2025-07-23,Presente
669,3,2025-07-24,Presente
670,3,2025-07-25,Presente
671,3,2025-07-28,Presente
672,3,2025-07-29,Presente
673,3,2025-07-30,Presente
674,3,2025-07-31,Presente
675,3,2025-08-01,Presente
676,3,2025-08-04,Presente
677,3,2025-08-05,Presente
678,3,2025-08-06,Presente
679,3,2025-08-07,Presente
680,3,2025-08-08,Presente
681,3,2025-08-11,Presente
682,3,2025-08-12,Presente
683,3,2025-08-13,Presente
684,3,2025-08-14,Presente
685,3,2025-08-15,Atestado
686,3,2025-08-18,Presente
687,3,2025-08-19,Presente
688,3,2025-08-20,Presente
689,3,2025-08-21,Presente
690,3,2025-08-22,Presente
691,3,2025-08-25,Presente
692,3,2025-08-26,Presente
693,3,2025-08-27,Presente
694,3,2025-08-28,Presente
695,3,2025-08-29,Presente
696,3,2025-09-01,Presente
697,3,2025-09-02,Presente
698,3,2025-09-03,Presente
699,3,2025-09-04,Presente
700,3,2025-09-05,Presente
701,3,2025-09-08,Presente
702,3,2025-09-09,Presente
703,3,2025-09-10,Presente
704,3,2025-09-11,Presente
705,3,2025-09-12,Presente
706,3,2025-09-15,Presente
707,3,2025-09-16,Presente
708,3,2025-09-17,Presente
709,3,2025-09-18,Presente
710,3,2025-09-19,Presente
711,3,2025-09-22,Presente
712,3,2025-09-23,Presente
713,3,2025-09-24,Presente
714,3,2025-09-25,Folga
715,3,2025-09-26,Presente
716,3,2025-09-29,Presente
717,3,2025-09-30,Presente
718,3,2025-10-01,Presente
719,3,2025-10-02,Férias
720,3,2025-10-03,Presente
721,3,2025-10-06,Presente
722,3,2025-10-07,Presente
723,3,2025-10-08,Presente
724,3,2025-10-09,Presente
725,3,2025-10-10,Presente
726,3,2025-10-13,Presente
727,3,2025-10-14,Presente
728,3,2025-10-15,Presente
729,3,2025-10-16,Presente
730,3,2025-10-17,Presente
731,3,2025-10-20,Presente
732,3,2025-10-21,Presente
733,3,2025-10-22,Presente
734,3,2025-10-23,Presente
735,3,2025-10-24,Presente
736,3,2025-10-27,Presente
737,3,2025-10-28,Presente
738,3,2025-10-29,Férias
739,3,2025-10-30,Presente
740,3,2025-10-31,Presente
741,3,2025-11-03,Presente
742,3,2025-11-04,Presente
743,3,2025-11-05,Presente
744,3,2025-11-06,Presente
745,3,2025-11-07,Atestado
746,3,2025-11-10,Presente
747,3,2025-11-11,Presente
748,3,2025-11-12,Presente
749,3,2025-11-13,Presente
750,3,2025-11-14,Falta
751,3,2025-11-17,Presente
752,3,2025-11-18,Presente
753,3,2025-11-19,Presente
754,3,2025-11-20,Presente
755,3,2025-11-21,Presente
756,3,2025-11-24,Presente
757,3,2025-11-25,Presente
758,3,2025-11-26,Presente
759,3,2025-11-27,Presente
760,3,2025-11-28,Presente
761,3,2025-12-01,Presente
762,3,2025-12-02,Presente
763,3,2025-12-03,Presente
764,3,2025-12-04,Presente
765,3,2025-12-05,Presente
766,3,2025-12-08,Presente
767,3,2025-12-09,Presente
768,3,2025-12-10,Presente
769,3,2025-12-11,Presente
770,3,2025-12-12,Atestado
771,3,2025-12-15,Folga
772,3,2025-12-16,Presente
773,3,2025-12-17,Presente
774,3,2025-12-18,Presente
775,3,2025-12-19,Presente
776,3,2025-12-22,Presente
777,3,2025-12-23,Presente
778,3,2025-12-24,Presente
779,3,2025-12-25,Férias
780,3,2025-12-26,Presente
781,3,2025-12-29,Presente
782,3,2025-12-30,Presente
783,3,2025-12-31,Presente
784,5,2025-01-01,Presente
785,5,2025-01-02,Presente
786,5,2025-01-03,Presente
787,5,2025-01-06,Presente
788,5,2025-01-07,Falta
789,5,2025-01-08,Presente
790,5,2025-01-09,Presente
791,5,2025-01-10,Presente
792,5,2025-01-13,Presente
793,5,2025-01-14,Presente
794,5,2025-01-15,Presente
795,5,2025-01-16,Presente
796,5,2025-01-17,Presente
797,5,2025-01-20,Presente
798,5,2025-01-21,Presente
799,5,2025-01-22,Atestado
800,5,2025-01-23,Presente
801,5,2025-01-24,Presente
802,5,2025-01-27,Presente
803,5,2025-01-28,Presente
804,5,2025-01-29,Presente
805,5,2025-01-30,Presente
806,5,2025-01-31,Presente
807,5,2025-02-03,Presente
808,5,2025-02-04,Presente
809,5,2025-02-05,Presente
810,5,2025-02-06,Presente
811,5,2025-02-07,Presente
812,5,2025-02-10,Presente
813,5,2025-02-11,Presente
814,5,2025-02-12,Presente
815,5,2025-02-13,Presente
816,5,2025-02-14,Presente
817,5,2025-02-17,Presente
818,5,2025-02-18,Presente
819,5,2025-02-19,Presente
820,5,2025-02-20,Presente
821,5,2025-02-21,Presente
822,5,2025-02-24,Presente
823,5,2025-02-25,Presente
824,5,2025-02-26,Presente
825,5,2025-02-27,Presente
826,5,2025-02-28,Presente
827,5,2025-03-03,Presente
828,5,2025-03-04,Presente
829,5,2025-03-05,Presente
830,5,2025-03-06,Presente
831,5,2025-03-07,Presente
832,5,2025-03-10,Presente
833,5,2025-03-11,Presente
834,5,2025-03-12,Presente
835,5,2025-03-13,Presente
836,5,2025-03-14,Presente
837,5,2025-03-17,Presente
838,5,2025-03-18,Presente
839,5,2025-03-19,Presente
840,5,2025-03-20,Presente
841,5,2025-03-21,Presente
842,5,2025-03-24,Atestado
843,5,2025-03-25,Presente
844,5,2025-03-26,Presente
845,5,2025-03-27,Falta
846,5,2025-03-28,Presente
847,5,2025-03-31,Presente
848,5,2025-04-01,Presente
849,5,2025-04-02,Presente
850,5,2025-04-03,Atestado
851,5,2025-04-04,Presente
852,5,2025-04-07,Presente
853,5,2025-04-08,Presente
854,5,2025-04-09,Presente
855,5,2025-04-10,Presente
856,5,2025-04-11,Presente
857,5,2025-04-14,Presente
858,5,2025-04-15,Presente
859,5,2025-04-16,Férias
860,5,2025-04-17,Férias
861,5,2025-04-18,Presente
862,5,2025-04-21,Presente
863,5,2025-04-22,Presente
864,5,2025-04-23,Presente
865,5,2025-04-24,Presente
866,5,2025-04-25,Presente
867,5,2025-04-28,Presente
868,5,2025-04-29,Presente
869,5,2025-04-30,Presente
870,5,2025-05-01,Presente
871,5,2025-05-02,Presente
872,5,2025-05-05,Presente
873,5,2025-05-06,Presente
874,5,2025-05-07,Presente
875,5,2025-05-08,Presente
876,5,2025-05-09,Falta
877,5,2025-05-12,Presente
878,5,2025-05-13,Presente
879,5,2025-05-14,Presente
880,5,2025-05-15,Presente
881,5,2025-05-16,Presente
882,5,2025-05-19,Folga
883,5,2025-05-20,Presente
884,5,2025-05-21,Presente
885,5,2025-05-22,Presente
886,5,2025-05-23,Folga
887,5,2025-05-26,Presente
888,5,2025-05-27,Presente
889,5,2025-05-28,Presente
890,5,2025-05-29,Presente
891,5,2025-05-30,Presente
892,5,2025-06-02,Presente
893,5,2025-06-03,Presente
894,5,2025-06-04,Presente
895,5,2025-06-05,Presente
896,5,2025-06-06,Atestado
897,5,2025-06-09,Presente
898,5,2025-06-10,Férias
899,5,2025-06-11,Presente
900,5,2025-06-12,Presente
901,5,2025-06-13,Presente
902,5,2025-06-16,Férias
903,5,2025-06-17,Presente
904,5,2025-06-18,Presente
905,5,2025-06-19,Folga
906,5,2025-06-20,Presente
907,5,2025-06-23,Presente
908,5,2025-06-24,Presente
909,5,2025-06-25,Presente
910,5,2025-06-26,Presente
911,5,2025-06-27,Presente
912,5,2025-06-30,Presente
913,5,2025-07-01,Presente
914,5,2025-07-02,Presente
915,5,2025-07-03,Presente
916,5,2025-07-04,Atestado
917,5,2025-07-07,Presente
918,5,2025-07-08,Presente
919,5,2025-07-09,Presente
920,5,2025-07-10,Presente
921,5,2025-07-11,Presente
922,5,2025-07-14,Presente
923,5,2025-07-15,Presente
924,5,2025-07-16,Presente
925,5,2025-07-17,Presente
926,5,2025-07-18,Presente
927,5,2025-07-21,Atestado
928,5,2025-07-22,Presente
